name,address,city,postal,phone,website,email
Riverdale Elementary School Basc,14835 108A Ave,Surrey,V3R 1W9,(604) 502-6243,,
Roots And Wings Montessori Sullivan,101 102 15295 No 10 Hwy,Surrey,V3S 0X9,(604) 510-2588,,
Rothewood Academey South Surrey,400-15355 24 Ave,Surrey,V4A 2H9,(236) 868-9956,,
Rothewood Academy White Rock,106-1715 152 St,Surrey,V4A 4N3,(604) 710-7510,,
Sandbox Early Learning (Cedar Hills),9648 128Th St,Surrey,V3T 2X9,(778) 808-8196,,
Sandbox Station Daycare,9574 160Th St,Surrey,V4N 2R6,(604) 771-6825,,
Seaview Child Care Centre,14633 16 Ave,Surrey,V4A 1R4,(604) 536-5772,,
Semiahmoo Junior Kindergarten,14633 16 Ave,Surrey,V4A 1R4,(778) 951-3320,,
Silver Ridge Montessori,8376 170Th St,Surrey,V4N 4V2,(604) 315-1085,,
Silver Ridge Montessori #2,18357 67A Ave,Surrey,V3S 1E5,(604) 366-8570,,
Sing And Smile Child Care Ltd,"101,103,104,105 12057 82 Ave",Surrey,V3V 1E8,(778) 591-5999,,
Smart Kids Learning Centre Inc,13632 108 Ave,Surrey,V3T 2K5,(778) 865-9816,,
Smart Starters Child Care Centre 2,18990 62Nd Ave,Surrey,V3S 8S4,(778) 990-3993,,
Smile N Grow Day Care Inc.,9474 153Rd St,Surrey,V3R 9C7,(604) 649-9769,,
Smile N Learn Childcare,15699 81 Ave,Surrey,V4N 0X6,(778) 919-6153,,
Smilestones Junior Kindergarten North Surrey,9115 160Th St.,Surrey,V4N 2X7,(604) 657-4255,,
Somewhere To Grow Montessori Childcare Centre 2,6195 136 St,Surrey,V3X 1H4,(778) 578-0329,,
Sowing Seeds Preschool,7086 124Th St,Surrey,V3W 3W8,(604) 594-4098,,
St. Andrew Kim Early Childhood Education Centre (>30Mos),10218 161 St,Surrey,V4N 2J8,(778) 989-6780,,
Starbright Educare Day Care,15515 104A Ave,Surrey,V3R 6W5,(604) 583-5756,,
Strong Foundations Learning South Surrey,301-15336 31 Ave,Surrey,V3Z 0X2,(778) 688-7861,,
Sugar Fountain Day Care,7846 143 St,Surrey,V3W 9W3,(604) 502-7846,,
Sullivan's Kiddie Caboose Childcare Inc. - 62 Ave,101/102 14187 62Nd Ave,Surrey,V3X 0B1,(604) 833-0747,,
Sun And Sand Learning Centre Ltd,1-12468 82 Ave,Surrey,V3W 3E9,(604) 760-1495,,
Sunnyside Montessori Daycare #2,16656 18A Ave,Surrey,V3Z 1A2,(778) 858-6218,,
Sunrise Discovery Centre,18690 60 Ave,Surrey,V3S 8L8,(604) 575-4727,,
Sunshine Children's Centre,13175 107 Ave,Surrey,V3T 2G2,(604) 580-2060,,
Superlearners Childcareland,14042 Grosvenor Rd,Surrey,V3R 9Y3,(778) 895-7317,,
Surrey Christian School Early Learning Centre - Fleetwood,8888 162 St,Surrey,V4N 3G1,(604) 581-7073,,
Sweet Bambini Montessori Ltd,15566 110 Ave,Surrey,V3R 0W7,(778) 688-3126,,
Tender Love & Care Daycare,9333B 120A St,Surrey,V3V 7G6,(604) 585-4321,,
Tender Love & Care Daycare #2,204-9288 120 St,Surrey,V3V 4B8,(604) 728-0752,,
Tendernest Child Care,11351 154A,Surrey,V3R 2V7,(778) 866-9972,,
The Biggest Little Learning Center,14818 60Th Ave Unit 104/105,Surrey,V3S 1R9,(604) 417-8256,,
The Biggest Little Preschool & Childcare Centre,14853 60 Ave,Surrey,V3S 1R8,(604) 583-0635,,
The Children's Centre At A.J. mclellan Elementary,119 - 16545 61St Ave,Surrey,V3T 4A6,(778) 829-0025,,
The Children's Centre At Gateway,10840 133A St,Surrey,V3T 4A6,(604) 581-5853,,
The Giving Tree Child Care Center,311-15336 31 Ave,Surrey,V3Z 3W4,(778) 980-0086,,
The Maria Montessori School,8597 156 St,Surrey,V3S 3R8,(604) 597-0638,,
Tiny Hoppers South Surrey,15045 32Nd Ave,Surrey,V4P 0A2,(604) 385-6500,,
Tiny Scholars Playschool - Newton,13857 68Th Ave,Surrey,V3W 2G9,(604) 337-9333,,
Tiny Toes Learning Centre,19076 88 Ave,Surrey,V4N 5T2,(604) 765-0355,,
Tiny Wings Children's Centre,13047 24 Ave,Surrey,V4A 2G2,(604) 531-4718,,
Tiny Wings Montessori - Crescent Park,13195 24Th Ave,Surrey,V4A 2G2,(604) 531-8576,,
Toddler Kingdom Childcare 01,6754 142 St,Surrey,V3W 5M7,(778) 714-9800,,
Toddler Town Daycare,12371 96 Ave,Surrey,V3V 1W9,(604) 537-7386,,
Tots Of Fun School Age Care,1739 148 St,Surrey,V4A 4M6,(778) 288-9885,,
Toy Box Early Childhhood Centre,6062 132 St,Surrey,V3X 1M8,(604) 512-0406,,
Universal Kidz Montessori Childcare,5615 177B St,Surrey,V3S 4H9,(604) 372-3556,,
Urban Kids Montessori - Fleetwood,201/210 - 8645 160 St,Surrey,V4N 1G4,(604) 372-2111,,
Victory Children's Centre,2 - 13668 Whalley Blvd,Surrey,V3R 5J7,(778) 241-9367,,
Victory Learning Centre,14058 88A Ave,Surrey,V3V 7T4,(778) 881-7306,,
Walnut Road Elementary - Seamless Day,16152 82 Ave,Surrey,V4N 0N5,(604) 595-5164,,
Watch Me Grow Childcare,2412 164 St,Surrey,V3Z 0M8,(778) 513-0888,,
Watch Me Grow Early Learning Centre,9635 137 St,Surrey,V3T 4G8,(778) 239-0449,,
Wee Saints Preschool & School Age Care,17511 59 Ave,Surrey,V3S 1P3,(604) 683-0281,,
Wee Saints School Age,17475 59 Ave,Surrey,V3S 1P3,(604) 574-4363,,
West Coast Early Learning Centre,2795 184 St,Surrey,V3Z 9V2,(778) 984-3057,,
Whalley Day Care Ltd.,10562  132 A St,Surrey,V3T 3X7,(604) 581-0237,,
White Rock Christian Academy Junior Kindergarten,2267 152 St,Surrey,V4A 4P1,(604) 531-9186,,
Willington Daycare,14693 108 Ave,Surrey,V3R 1V9,(437) 324-2625,,
Wind & Tide Preschool - Parklands,9574 160 St,Surrey,V4N 2R6,(604) 575-0549,,
Wisdomtree Academy,105-15210 32 Ave,Surrey,V3Z 0R8,(604) 385-2882,,
Woodward Hill - School Age,6082 142Nd St,Surrey,V3X 1C1,(778) 846-0921,,
Young Buddies Club,13751 112 Ave,Surrey,V3R 2G4,(604) 644-1216,,
Alexandra Neighbourhood House Children's Centre @ White Rock,1273 Fir St,White Rock,V4B 5A6,(778) 239-2514,,
Community Prekindergarten - White Rock,201-1493 Foster St,White Rock,V4B 0C4,(604) 385-0980,,
Creative Stage,1-1381 George St,White Rock,V4B 4A1,(778) 879-7196,,
Creo Kids,1253 Johnston Rd,White Rock,V4B 3Y9,(604) 833-4096,,
Discovery Time Day Care Centre,15115 Roper Ave,White Rock,V4B 2E8,(778) 828-8267,,
Evergreen Child Care Centre,1185 Centre St,White Rock,V4B 4C8,(604) 531-8045,,
Pebble Lane Early Learning White Rock,15670 Columbia Ave,White Rock,V4B 1L1,(604) 560-8353,,
St. John's Child Care Centre,1480 George St,White Rock,V4B 4A3,(778) 997-8614,,
White Rock Montessori Group Care,14560 North Bluff Rd,White Rock,V4B 3C9,(604) 355-4654,,
Abbotsford Childcare,2054 Cherry St,Abbotsford,V2S 3S6,(604) 612-0439,,
Abbotsford Christian School Childcare Preschool & Seamless D,3939 Old Clayburn Rd,Abbotsford,V3G 1J9,(604) 755-8106,,
Abc Childcare Centre,32340 Mouat Dr,Abbotsford,V2T 4J1,(604) 300-1179,,
Angel Pines Center,2826 Cambridge St,Abbotsford,V2S 4C7,(778) 929-0213,,
Arise & Shine Christian Learning Centre,3471 Clearbrook Rd,Abbotsford,V2T 5N1,(778) 751-6395,,
Blueridge Childcare,3459 Goldfinch St,Abbotsford,V2T 6Y5,(604) 870-8878,,
Braun-Tasaurus Preschool,2087 Majestic Cres,Abbotsford,V2T 3E9,(604) 854-5963,,
Bright Steps,2950 Blue Jay St,Abbotsford,V2T 5P5,(778) 345-7601,,
"Busy Bear Club Preschool, The",37290 Kilgard,Abbotsford,V3G 2H6,(604) 852-1260,,
Contemporary Kids Learning Centre Inc.,2621 Montrose Ave,Abbotsford,V2S 3T5,(604) 839-0511,,
Cornerstone Junior Kindergarten,32860 Downes Rd,Abbotsford,V2S 5Z5,(604) 859-7867,,
Country Bears Child Care Centre Inc,31216 King Rd,Abbotsford,V2T 6C2,(778) 871-5608,,
Creative Edge School Of Arts Ltd.,300-3033 Immel St,Abbotsford,V2S 6S2,(604) 855-3343,,
Eco Kids Care Inc.,6256 Mt Lehman Rd,Abbotsford,V4X 2G5,(778) 549-0766,,
Eco Kids Care Inc.,6381 Mt Lehman Rd,Abbotsford,V4X 2G5,(778) 549-6766,,
Fraser Valley Montessori Preschool Sandy Hill Campus,3836 Old Clayburn Rd,Abbotsford,V3G 2Z5,(604) 859-5061,,
Gladwin Child Care Centre,3145 Gladwin Rd,Abbotsford,V2T 5T4,(604) 853-9084,,
Global West Montessori,101-3600 Townline Rd,Abbotsford,V2T 5W8,(604) 763-4439,,
"Grand Kids Care, The (Tgk)",35431 mckee Rd,Abbotsford,V3G 3E4,(778) 536-5423,,
Growing Together Children's Centre,32981 Brundidge Ave,Abbotsford,V2S 1N4,(604) 853-5618,,
Just B4 Dormick Park Elementary,32161 Dormick Ave,Abbotsford,V2T 1J6,(604) 864-5437,,
Kiddie Club Childcare Center,22-32700 South Fraser Way,Abbotsford,V2T 4M5,(778) 963-8811,,
Kids Club Child Care Centre Ltd. (Delair Road),35190 Delair Rd,Abbotsford,V3G 2E2,(604) 556-7355,,
Kids Club Child Care Centre Ltd. (Gladwin),3845 Gladwin Rd,Abbotsford,V2S 7A1,(604) 852-2822,,
Kids Club Child Care Centre Ltd. (Mcmillan Rd),3130 mcmillan Rd,Abbotsford,V2S 6A8,(604) 852-6606,,
Kids Kingdom Childcare,101-2545 mccallum Rd,Abbotsford,V2S 3R1,(604) 217-3086,,
Kids Kingdom Early Learning Centre Ltd,106-2276 Clearbrook Rd,Abbotsford,V2T 2X5,(778) 956-9707,,
Kids Zone Child Care Centre - Bradner Elementary,5291 Bradner Rd,Abbotsford,V4X 2P5,(778) 239-2075,,
Ladybug Landing Preschool,31789 Thornhill Pl,Abbotsford,V2T 6Y3,(604) 850-2474,,
Lark Montessori Early Learning Centre (1468683 Bc Ltd),33323 South Fraser Way,Abbotsford,V2S 2B2,(778) 227-4692,,
Learn N' Play Abbotsford,100-2525 mccallum Rd,Abbotsford,V2S 3R1,(604) 288-8271,,
"Learning Circle mccallum Tower, The",2151 mccallum Rd,Abbotsford,V2S 3N8,(604) 870-1395,,
Li'l Acorn Childcare,2527 Gladwin Rd,Abbotsford,V2T 3N8,(604) 853-9376,,
Little Caterpillars Childcare Inc,5137 Tolmie Rd,Abbotsford,V3G 2V4,(604) 799-7749,,
Little Dreamers,31150 Blueridge Dr,Abbotsford,V2T 5R2,(604) 614-5308,,
Little Hugs Daycare,110-28040 Fraser Hwy,Abbotsford,V4X 0C1,(604) 561-0444,,
Little Koala Montessi Academy - Abbotsford,2335 mccallum Rd,Abbotsford,V2S 3N7,(778) 856-1281,,
Little Leaders Childcare Centre,1528 mccallum Rd,Abbotsford,V2T 3W2,(604) 217-1404,,
Little Lions Childcare,103-2955 Immel St,Abbotsford,V2S 7E2,(778) 347-0553,,
Little Twinkle Preschool/Out Of School Care (Mount Lehman),3551 Crestview Ave,Abbotsford,V2T 6Y5,(604) 614-5562,,
Little Wonders Montessori Childcare & Preschool Ltd.,33911 Hazelwood Ave,Abbotsford,V2S 7V2,(604) 621-5116,,
Little Wonders Montessori Childcare Centre & Preschool Ltd,2884 Gladys Ave,Abbotsford,V2S 3Y2,(604) 853-9998,,
Maranatha Kids Care,3580 Clearbrook Rd,Abbotsford,V2T 5C1,(604) 859-8405,,
Mei Elementary Preschool,31655 Downes Rd,Abbotsford,V4X 2M8,(604) 859-3700,,
Mr. Moose's Childcare Learning Centre Ltd.,32130 Hillcrest Ave,Abbotsford,V2T 1P8,(604) 853-2769,,
Msa Montessori Preschool,33676 St. Olaf Ave,Abbotsford,V4X 1T6,(604) 820-4987,,
New Leaf Learning And Childcare Centre Inc.,33442 South Fraser Way,Abbotsford,V2S 2B5,(604) 613-1919,,
Peardonville House Day Care,825 Peardonville Rd,Abbotsford,V4X 2L8,(604) 864-0039,,
Pure Play Child Care,5824 Riverside St,Abbotsford,V4X 1V1,(604) 226-3714,,
Qt Daycare #2,32034 Hillcrest Ave,Abbotsford,V2T 1S4,(604) 851-2201,,
Quality Time Childcare Centre Inc.,2865 Cruickshank St,Abbotsford,V2T 5E7,(778) 551-3099,,
Red Apple Day Care Centre,32354 Marshall Rd,Abbotsford,V2T 1A4,(778) 669-0268,,
Redwood Early Childhood Education,107-1785 Clearbrook Rd,Abbotsford,V2T 5X5,(778) 288-8855,,
Sandbox Early Learning (Abbotsford),32560 Simon Ave,Abbotsford,V2T 5L7,(604) 868-7121,,
Shining Stars Learning Academy (Abbotsford),2556 Montrose Ave,Abbotsford,V2S 3T3,(604) 316-5853,,
Shreya Academic Centre Ltd.,3180 Crown Crt,Abbotsford,V2T 4J8,(604) 832-1880,,
St. Ann's Parish Daycare,33333 Mayfair Ave,Abbotsford,V2S 1P4,(604) 852-5602,,
Star Steps Daycare,110 - 30475 Cardinal Ave,Abbotsford,V2T 0E4,(778) 779-6088,,
Sun Hang Do Martial Arts Kids Life Skills Club (Abbotsford),6-34100 South Fraser Way,Abbotsford,V2S 2C6,(604) 852-4222,,
Symmetry Early Learning Center Inc,109-2526 Yale Crt,Abbotsford,V2S 8G9,(778) 682-0913,,
The Backyard Daycare,2983 Palm Cres,Abbotsford,V2T 2G5,(604) 897-6927,,
The Open Door,2390 mcmillan Rd,Abbotsford,V2S 7R3,(604) 859-8406,,
Tiger Stripes Learning Center,2451 Ross Rd,Abbotsford,V4X 1J3,(778) 772-6289,,
Tiny Scholars Inc.,100-2121 Clearbrook Rd,Abbotsford,V2T 4H6,(604) 744-0362,,
Valley Pine Learning Centre,33264 Old Yale Rd,Abbotsford,V2S 2J5,(604) 866-9909,,
Valley Pine Learning Centre Inc,100-2485 West Railway St,Abbotsford,V2S 2E5,(604) 864-6424,,
Wibble Wobble Childcare - Clearbrook,2137 Beaver St,Abbotsford,V2T 3C7,(778) 955-3030,,
Wings Of Life Fine Arts Child Care,2630 Langdon St,Abbotsford,V2T 3L2,(604) 302-2666,,
Xtreme Performing Arts Academy,11-34100 South Fraser Way,Abbotsford,V2S 2C6,(604) 615-4116,,
3 Wishes Childcare Centre,22365 Callighan Ave,Maple Ridge,V2X 2E3,(604) 467-2941,,
After School Warriors Child Care Inc,22712 Dewdney Trunk Rd,Maple Ridge,V2X 3K2,(604) 477-1717,,
Albion Active Kids Club,10031 240Th St,Maple Ridge,V2W 1G2,(604) 467-7453,,
Bluebirds Early Learning Childcare Inc,22580 Lougheed Hwy,Maple Ridge,V2X 2V1,(604) 479-2255,,
Brickwater Early Learning,116-22633 Selkirk Ave,Maple Ridge,V2X 1C7,(604) 720-4809,,
Caring Cubs Child Care Centre,22535 Lougheed Hwy,Maple Ridge,V2X 2V2,(604) 621-3077,,
Cottonwoods Child Care Centre,23588 Jim Robson Way,Maple Ridge,V2W 1B8,(604) 463-4003,,
Creative Trails Preschool,20285 Dewdney Trunk Rd,Maple Ridge,V2X 3C9,(604) 861-9198,,
Cuddly Cubs Childcare,11564 Creekside St,Maple Ridge,V2W 2B9,(365) 338-5888,,
Curious Minds Learning Centre - Eric Langton,12138 Edge St,Maple Ridge,V2X 6G8,(604) 690-2273,,
Curious Minds Learning Centre Ltd,21410 Glenwood Ave,Maple Ridge,V2X 3P6,(604) 463-2002,,
Curious Minds Learning Centre Ltd,20820 River Rd,Maple Ridge,V2X 1Z7,(604) 315-3240,,
Curious Minds Learning Centre Ltd - Mrss,21911 122 Ave,Maple Ridge,V2X 3X2,(604) 476-0232,,
Dover Learning Center,21816 Dover Rd,Maple Ridge,V2X 7V7,(604) 551-3401,,
Enjoy Learning Childcare,10454 Tamarack Cres,Maple Ridge,V2W 1B5,(604) 380-1906,,
Fundamentals Childcare Centre Inc,12038 248 St,Maple Ridge,V4R 1J1,(604) 380-2455,,
Fundamentals Childcare Centre Inc,24093 104 Ave,Maple Ridge,V2W 1J2,(604) 786-4615,,
Fundamentals Childcare Centre Inc,20601 Westfield Ave,Maple Ridge,V2X 1L7,(604) 465-8515,,
Glitter And Sparkly Childcare Ltd,27123 River Rd,Maple Ridge,V2W 1M4,(604) 360-1247,,
H&S Daycare Ltd,21467 Dewdney Trunk Rd,Maple Ridge,V2X 3G5,(604) 561-9615,,
Happy Hearts Childcare Centre Inc,22315 Mcintosh Ave,Maple Ridge,V2X 3C2,(604) 479-2273,,
Happy Ridge Early Learning Academy,101-21755 Lougheed Hwy,Maple Ridge,V2X 2S2,(604) 783-3066,,
Ilm-Fairview,12209 206 St,Maple Ridge,V2X 1T8,(250) 585-7898,,
Imagination Station Childcare Centre-Albion,24133 102 Ave,Maple Ridge,V2W 2C6,(604) 476-7529,,
Imagination Station Childcare Centre-Fraserview,11485 227 St,Maple Ridge,V2X 9V1,(604) 614-6856,,
Kanaka Active Kids Club,11120 234A St,Maple Ridge,V2W 1C8,(604) 467-7478,,
Kids By Design Preschool Inc.,11756 232Nd St,Maple Ridge,V2X 6S7,(604) 466-8856,,
Kids Zone Pre-Kindergarten-Childcare-Out Of School,11601 Laity St,Maple Ridge,V2X 5A2,(604) 466-5704,,
Kidsfirst Early Childhood Centre,27871 113 Ave,Maple Ridge,V2W 1M9,(778) 919-3558,,
Laugh And Learn Daycare,22762 Lougheed Hwy,Maple Ridge,V2X 2V6,(604) 479-5815,,
Lily Of The Valley Montessori Center,20645 120B Cres,Maple Ridge,V2X 9T3,(778) 938-9046,,
Little Creations Childcare Center Inc,22528 Lougheed Hwy,Maple Ridge,V2X 2V1,(604) 314-9266,,
Little Garden Montessori Center,22315 Selkirk Ave,Maple Ridge,V2X 2X6,(604) 466-5728,,
Little Moon Childcare Ltd,23106 135 Ave,Maple Ridge,V4R 0E6,(778) 251-2740,,
Little Saints Learning Ctr Inc,200 22530 Dewdney Trunk Rd,Maple Ridge,V2X 3J9,(604) 771-0423,,
Maple Kids Academy,10681 248Th St,Maple Ridge,V2W 1G6,(604) 902-7480,,
Maple Meadows Out Of School Care,22-22621 Lougheed Hwy,Maple Ridge,V2X 2V4,(778) 241-7678,,
Maple Ridge Adventure Preschool,21698 Dewdney Trunk Road,Maple Ridge,V2X 3G7,(604) 463-4903,,
Maple Treasure Children's Learning Centre Ltd,12081 201 St,Maple Ridge,V2X 3M3,(778) 839-6757,,
Meadow Ridge Centre For Child Care,5-21409 Lougheed Hwy,Maple Ridge,V2X 2R8,(604) 466-1045,,
Meadowridge School - Junior Kindergarten & School Age Care,12224 240 St,Maple Ridge,V4R 1N1,(604) 467-4444,,
Montessori Beginnings Preschool And Kindergarten,21746 Lougheed Hwy,Maple Ridge,V2X 2S1,(604) 466-3184,,
My Sunshine Childcare,12450 232 St,Maple Ridge,V2X 1R6,(778) 928-8548,,
Next Level Childcare Valley Fair,200-22709 Lougheed Hwy,Maple Ridge,V2X 2V5,(604) 380-4060,,
Petals Child Care,21516 Dewdney Trunk Rd,Maple Ridge,V2X 3G4,(236) 838-4131,,
Puddle Hoppers Child Care,22641 Lougheed Hwy,Maple Ridge,V2X 2V4,(778) 318-4055,,
Small Steps Childcare Inc.,22165 Dewdney Trunk Rd,Maple Ridge,V2X 3H7,(604) 467-6014,,
Start Smart Childcare Centre,22610 Dewdney Trunk Rd,Maple Ridge,V2X 3J9,(604) 463-4439,,
The Learning Ladder Children's Centre,5-20468 Lougheed Hwy,Maple Ridge,V2X 2P8,(604) 460-0601,,
The Preschool Next Door,201-22712 Dewdney Trunk Rd,Maple Ridge,V2X 3K2,(778) 908-6931,,
Tiny Wonders Childcare Centre Inc,22943 122Nd Ave,Maple Ridge,V2X 3Y3,(902) 989-7508,,
Wonder World Play School,Unit B 11767 225 St,Maple Ridge,V2X 6E6,(604) 779-2273,,
Wundoroo Academy Maple Ridge,12512 230Th St,Maple Ridge,V2X 0X2,(778) 886-0393,,
Beginners Kollege Child Care Centre Ltd,7-12350 Harris Rd,Pitt Meadows,V3Y 0C5,(604) 457-2555,,
Canyon Springs Montessori,18477 Old Dewdney Trunk Rd,Pitt Meadows,V3Y 1Z1,(604) 465-0597,,
Canyon Springs Montessori Academy,18477 Old Dewdney Trunk Rd,Pitt Meadows,V3Y 2R9,(778) 320-6862,,
Fundamentals Childcare Centre Inc,12030 Blakely Rd,Pitt Meadows,V3Y 1J6,(778) 670-6630,,
Happy Kids Castle Daycare Inc,19004 119 Ave,Pitt Meadows,V3Y 1X8,(778) 882-1985,,
Hundred Languages Childcare Inc,110-12409 Harris Rd,Pitt Meadows,V3Y 0E7,(604) 457-1545,,
Katzie Early Years Centre,19700B Salish Rd,Pitt Meadows,V3Y 2G1,(604) 458-0046,,
Little Meadows Academy,11887 Bonson Rd,Pitt Meadows,V3Y 1K5,(604) 465-9822,,
Love 2 Learn Childcare Services,107-12069 Harris Rd,Pitt Meadows,V3Y 0C8,(604) 942-9262,,
Meaningful Minds,10-12350 Harris Rd,Pitt Meadows,V3Y 0C5,(604) 460-8772,,
Royal Academy,"101, 102, 103 & 104 - 10957 Barnston View Rd",Pitt Meadows,V3Y 0B6,(604) 465-8585,,
Royal Academy,201 - 10958 Barnston View Rd,Pitt Meadows,V3Y 0B8,(604) 460-8585,,
Stardom Childcare,11435 Bonson Rd,Pitt Meadows,V3Y 2S3,(604) 459-7827,,
Windy Willows Environmental Centre Inc,19089 Advent Rd,Pitt Meadows,V3Y 2C5,(604) 457-0133,,
A+ Learning Center,104-3278 Westwood St,Port Coquitlam,V3C 3L8,(604) 474-5629,,
Alegria Childcare,3433 Coast Meridian Rd,Port Coquitlam,V3B 3N7,(604) 475-7727,,
Astro Tots Learning Center Ltd.,2211 Prairie Ave,Port Coquitlam,V3B 1V8,(604) 803-5428,,
Aurora Bay Academy Limited,2358 Rindall Ave,Port Coquitlam,V3C 1V2,(778) 998-2020,,
Bcca Kids Club,1019 Fernwood Ave,Port Coquitlam,V3B 5A8,(604) 942-3746,,
Birchland Tree House Play Care Ltd.,1331 Fraser Ave,Port Coquitlam,V3B 7H5,(604) 945-0002,,
Bramblewood Montessori Child Care Center Ltd.,201 2255 Wilson Ave,Port Coquitlam,V3C 1Z4,(604) 942-5432,,
Bright Future Childcare Ltd,1784 Prairie Ave,Port Coquitlam,V3B 1V1,(778) 237-2677,,
Brightstart Children's Academy Ltd,1141 Riverwood Gate,Port Coquitlam,V3B 8A2,(778) 883-0529,,
Caring Hearts Child Care,1805 Aire Cres,Port Coquitlam,V3C 2W6,(604) 464-3399,,
Citadel Childcare Centre,779 Citadel Dr,Port Coquitlam,V3C 6E4,(778) 859-3835,,
Coast Meridian Montessori Pre-School Ltd,1730 Coquitlam Ave,Port Coquitlam,V3B 1H7,(604) 649-0543,,
Coquitlam River Out Of School Care,4250 Shaughnessy St,Port Coquitlam,V3E 3E5,(604) 764-0287,,
Creative Kids Childcare Learning Centre Inc,1144 Confederation Dr,Port Coquitlam,V3C 5Y6,(604) 941-6745,,
Dream Builders Early Learning Centre,1116-1470 Prairie Ave,Port Coquitlam,V3B 5M8,(604) 552-8261,,
Early Learning Childcare Centre,3635 Coast Meridian Rd,Port Coquitlam,V3B 3N9,(604) 475-4809,,
Glenwood Childcare Centre,1610 Westminster Ave,Port Coquitlam,V3B 1E2,(604) 944-0850,,
Golden Blooms Childcare Centre Ltd,2254 Irvine Ave,Port Coquitlam,V3C 3H2,(778) 994-8142,,
Green Planet Daycare,2435 Lobb Ave,Port Coquitlam,V3C 6B9,(604) 941-3039,,
Hazelwood Early Learning Centre,1265 Citadel Dr,Port Coquitlam,V3C 5X6,(778) 899-5454,,
Honeybees Child Care Center,121A 2099 Lougheed Hwy,Port Coquitlam,V3B 1A8,(604) 949-1001,,
Kids' Heaven Learning Centre,3737 Sutherland St,Port Coquitlam,V3B 7C2,(778) 951-3953,,
Kilmer Children's Centre Inc.,1592 Knappen St,Port Coquitlam,V3C 4S9,(604) 941-2644,,
La Vie Est Belle Childcare Centre,1103 Confederation Dr,Port Coquitlam,V3C 5Y6,(778) 996-0686,,
Learning Lab Kids Club,2255 Fraser Ave,Port Coquitlam,V3B 6G8,(778) 847-4295,,
Life Stars Child Care Corp.,1539 Angelo Ave,Port Coquitlam,V3B 1C8,(604) 726-9430,,
Lions Park Montessori,50 2789 Shaughnessy St,Port Coquitlam,V3C 3H1,(604) 306-0760,,
Little Cube Montessori Preschool & Kindergarten,106-3242 Westwood St,Port Coquitlam,V3C 3L8,(604) 475-0410,,
Little Lamb's Daycare Inc.,1711 Dorset Ave,Port Coquitlam,V3B 2A3,(604) 945-2688,,
Lululala Child Care,1663 Mcpherson Dr,Port Coquitlam,V3C 6C9,(236) 516-0026,,
Magic Years Child Development Center,2166 Drawbridge Close,Port Coquitlam,V3C 6H9,(604) 944-0142,,
Meris Kids Inc.,1178 Laburnum Ave,Port Coquitlam,V3B 1K3,(236) 512-7975,,
Penguin And Panda Childcare,1659 Manning Ave,Port Coquitlam,V3B 1K7,(778) 881-0530,,
Pi Academy Child Care,3440 Jervis St,Port Coquitlam,V3B 4P3,(778) 688-8320,,
Poco Happy Times Preschool,1761 Westminster Ave,Port Coquitlam,V3B 1E5,(604) 941-8286,,
Poco Village Early Learning Centre Ltd,2879 Shaughnessy St,Port Coquitlam,V3C 3H1,(604) 551-9210,,
Port Coquitlam Children's Centre,50-3150 Coast Meridian Rd,Port Coquitlam,V3B 5J8,(604) 941-9206,,
Pure Play Child Care Shaughnessy,6108-2850 Shaughnessy St,Port Coquitlam,V3C 6K5,(604) 854-0327,,
Rainbow Dash Montessori Childcare,2943 Rosewood St,Port Coquitlam,V3B 3L8,(778) 681-0418,,
Riverside Childcare Centre,3610 B Westwood St,Port Coquitlam,V3B 4S8,(778) 985-9215,,
Sprout & Shine Academy,3240 Oxford Street,Port Coquitlam,V3B 4C7,(236) 765-7868,,
Stay 'N' Play Group Daycare,100-3310 Coast Meridian Rd,Port Coquitlam,V3B 3N5,(778) 285-5450,,
Stay 'N' Play Group Daycare,3260 Coast Meridian Rd,Port Coquitlam,V3B 3N4,(604) 942-5455,,
Taniere Des Lynx,1618 Patricia Ave,Port Coquitlam,V3B 4A8,(236) 339-4927,,
The Beautiful Montessori Daycare,104-3242 Westwood St,Port Coquitlam,V3C 3L8,(604) 464-2202,,
The Learning Experience Children's Centre Ltd.,3862 Wellington St,Port Coquitlam,V3B 3Z4,(604) 942-5008,,
Tiny Forest Childcare,1851 Salisbury Ave,Port Coquitlam,V3B 1X6,(604) 445-8840,,
Tiny Sprouts Daycare Ltd,2606 Kingsway Ave,Port Coquitlam,V3C 1T6,(604) 725-3608,,
"1,2,3, A.B.C. Montessori Infant/Toddler Center",737 Poirier St,Coquitlam,V3J 6B8,(604) 931-7206,,
3 Angels Children's Centre,1415 Noons Creek Dr,Coquitlam,V3E 2T7,(778) 885-4308,,
Able Child Academy Early Learning Ltd,2200 Austin Ave,Coquitlam,V3K 3S1,(778) 877-6831,,
Academics Prekindergarten Westwood Inc,501-1123 Westwood St,Coquitlam,V3B 0M1,(604) 474-2662,,
All Bright Early Learning Center,706 Linton St,Coquitlam,V3J 6K5,(778) 316-5360,,
All My Kids Ltd,1710 Harbour Dr,Coquitlam,V3J 5W2,(778) 835-6104,,
Alpha Bees Childcare,1157 Falcon Dr,Coquitlam,V3E 2C2,(604) 472-0299,,
Amazement Park Children's Center - Before-After School Care,1107 Sprice Ave,Coquitlam,V3J 2P3,(604) 789-9366,,
